date,year,month,quarter,market,channel,category,product,units_sold,revenue_usd,cogs_usd,gross_profit,gross_margin,segment,is_repeat_client,nps_score
2023-06-16,2023,6,Q2,Thailand,Travel Retail,Fragrances,La Panthère,2,644.35,211.3,458.41,71.1,VIP (>$50K),False,8
2022-03-02,2022,3,Q1,Australia,Travel Retail,Accessories,C de Cartier Bag,1,351.44,121.79,229.66,65.3,VIP (>$50K),False,10
2022-01-15,2022,1,Q1,Thailand,Private Client,Fragrances,Les Heures de Parfum,2,1124.36,283.54,741.58,66.0,Aspirational ($1K-$10K),False,8
2023-10-08,2023,10,Q4,Australia,Wholesale,Accessories,Love Bracelet Classic,2,4965.57,1790.72,3174.85,63.9,VIP (>$50K),True,9
2022-10-12,2022,10,Q4,China,Private Client,High Jewellery,Juste un Clou Necklace,1,988449.43,301332.53,687116.9,69.5,Entry (<$1K),True,9
2024-11-20,2024,11,Q4,Thailand,E-Commerce,High Jewellery,Juste un Clou Necklace,1,51914.18,14773.5,37140.68,71.5,Aspirational ($1K-$10K),True,7
2024-09-19,2024,9,Q3,Thailand,Private Client,High Jewellery,Juste un Clou Necklace,1,395420.46,147525.22,247895.23,62.7,VIP (>$50K),True,8
2023-02-04,2023,2,Q1,South Korea,Private Client,Fragrances,La Panthère,2,537.84,144.71,342.48,63.7,Entry (<$1K),False,9
2022-08-25,2022,8,Q3,India,Private Client,Watches,Tank Must,3,60313.77,21109.27,39204.5,65.0,VIP (>$50K),False,6
2022-11-25,2022,11,Q4,Hong Kong,Travel Retail,Fine Jewellery,Clash de Cartier,3,124447.68,36377.28,88070.4,70.8,Premium ($10K-$50K),True,9
2022-07-05,2022,7,Q3,Hong Kong,E-Commerce,Fragrances,La Panthère,3,1099.74,442.77,710.11,64.6,Entry (<$1K),True,10
2024-06-13,2024,6,Q2,Australia,E-Commerce,Fine Jewellery,Cartier d'Amour,2,21808.66,8774.47,14087.13,64.6,Premium ($10K-$50K),True,6
2024-01-24,2024,1,Q1,South Korea,Wholesale,Accessories,C de Cartier Bag,1,2052.91,554.61,1304.19,63.5,Entry (<$1K),False,8
2022-09-16,2022,9,Q3,Australia,Boutique,Accessories,C de Cartier Bag,1,1985.76,718.08,1267.68,63.8,Aspirational ($1K-$10K),True,9
2024-07-22,2024,7,Q3,South Korea,Private Client,Fine Jewellery,Clash de Cartier,3,108702.33,35011.34,77892.35,71.7,Aspirational ($1K-$10K),False,6
2023-07-15,2023,7,Q3,India,E-Commerce,Accessories,Cartier Wallet,2,3859.69,1295.06,2720.04,70.5,Premium ($10K-$50K),True,7
2022-04-18,2022,4,Q2,South Korea,Travel Retail,Accessories,Cartier Wallet,1,4012.64,1521.22,2491.43,62.1,Entry (<$1K),False,9
2023-12-15,2023,12,Q4,Thailand,Travel Retail,High Jewellery,Juste un Clou Necklace,1,353222.85,96614.97,229555.69,65.0,Entry (<$1K),False,8
2022-04-21,2022,4,Q2,Singapore,Travel Retail,Watches,Rotonde,2,38482.34,14227.76,24254.58,63.0,Premium ($10K-$50K),False,7
2022-01-19,2022,1,Q1,Hong Kong,Private Client,High Jewellery,Panthère Bracelet,1,639789.21,164897.15,417178.06,65.2,Premium ($10K-$50K),True,6
2023-12-30,2023,12,Q4,India,E-Commerce,High Jewellery,Trinity Collection,1,973401.98,258057.41,643088.49,66.1,Premium ($10K-$50K),True,9
2023-05-17,2023,5,Q2,China,Boutique,Watches,Panthère Watch,1,52683.83,18190.66,34493.17,65.5,Entry (<$1K),True,6
2024-08-07,2024,8,Q3,Thailand,Wholesale,Accessories,Cartier Wallet,1,322.9,106.21,216.69,67.1,Premium ($10K-$50K),False,10
2024-09-09,2024,9,Q3,Singapore,Boutique,Fragrances,Baiser Volé,3,1023.8,331.06,692.74,67.7,Premium ($10K-$50K),False,6
2023-01-14,2023,1,Q1,Thailand,Boutique,Accessories,Love Bracelet Classic,3,2220.7,578.0,1440.4,64.9,VIP (>$50K),True,7
2022-08-29,2022,8,Q3,South Korea,Private Client,Watches,Santos de Cartier,1,59024.36,16757.86,42266.5,71.6,Premium ($10K-$50K),True,6
2023-06-10,2023,6,Q2,China,Boutique,High Jewellery,Juste un Clou Necklace,1,345361.07,126490.5,234049.42,67.8,VIP (>$50K),False,6
2024-11-29,2024,11,Q4,Singapore,Private Client,Accessories,Panthere Sunglasses,3,8033.25,2980.97,5052.29,62.9,Aspirational ($1K-$10K),True,10
2023-03-06,2023,3,Q1,Japan,Boutique,Watches,Santos de Cartier,1,20191.51,7586.8,12604.71,62.4,Premium ($10K-$50K),True,8
2022-09-21,2022,9,Q3,Thailand,Boutique,Fragrances,Les Heures de Parfum,1,203.81,65.22,138.59,68.0,VIP (>$50K),True,9
2022-10-21,2022,10,Q4,Australia,Boutique,Fine Jewellery,Clash de Cartier,3,96987.62,35114.45,61873.17,63.8,Premium ($10K-$50K),False,7
2023-10-10,2023,10,Q4,Thailand,Travel Retail,High Jewellery,Panthère Bracelet,1,89912.41,26164.42,63747.99,70.9,Entry (<$1K),False,6
2024-01-14,2024,1,Q1,Hong Kong,Wholesale,Watches,Tank Must,1,39476.53,9294.92,26928.4,68.2,VIP (>$50K),True,6
2022-12-26,2022,12,Q4,Singapore,Private Client,Accessories,C de Cartier Bag,2,6383.63,1671.48,4244.13,66.5,VIP (>$50K),True,7
2023-10-14,2023,10,Q4,Thailand,E-Commerce,Fine Jewellery,Trinity Ring,1,18503.4,6451.5,12051.9,65.1,Premium ($10K-$50K),True,7
2024-02-15,2024,2,Q1,Singapore,Boutique,Fine Jewellery,Clash de Cartier,2,96533.91,21331.17,67736.84,70.2,Aspirational ($1K-$10K),True,10
2023-08-11,2023,8,Q3,Singapore,Travel Retail,Fragrances,Baiser Volé,2,589.09,188.89,400.2,67.9,Aspirational ($1K-$10K),True,6
2022-06-07,2022,6,Q2,Australia,Boutique,Watches,Rotonde,3,24978.12,10586.15,15662.3,62.7,VIP (>$50K),True,9
2024-11-07,2024,11,Q4,South Korea,Travel Retail,Accessories,C de Cartier Bag,3,5620.1,1577.73,4042.38,71.9,Entry (<$1K),True,8
2023-05-16,2023,5,Q2,China,Private Client,Accessories,Panthere Sunglasses,3,9320.48,3452.12,5868.36,63.0,Premium ($10K-$50K),False,7
2024-11-18,2024,11,Q4,Hong Kong,Boutique,Accessories,Love Bracelet Classic,1,1826.57,573.17,1253.4,68.6,Premium ($10K-$50K),True,6
2023-08-18,2023,8,Q3,Singapore,Travel Retail,Fine Jewellery,Cactus de Cartier,3,39414.21,12587.41,26826.8,68.1,Aspirational ($1K-$10K),True,10
2022-03-14,2022,3,Q1,India,Private Client,Accessories,C de Cartier Bag,2,2660.01,824.16,1835.85,69.0,VIP (>$50K),False,7
2024-04-03,2024,4,Q2,Hong Kong,Boutique,High Jewellery,LOVE Bracelet HJ,1,484506.81,160580.99,323925.82,66.9,Premium ($10K-$50K),False,9
2022-01-15,2022,1,Q1,South Korea,Wholesale,Watches,Panthère Watch,2,104559.29,28596.53,65953.98,63.1,Aspirational ($1K-$10K),False,9
2024-06-18,2024,6,Q2,South Korea,E-Commerce,Fine Jewellery,Trinity Ring,3,4696.54,1600.27,3288.3,70.0,Premium ($10K-$50K),False,7
2024-03-19,2024,3,Q1,Thailand,Wholesale,High Jewellery,Panthère Bracelet,1,592340.29,222702.11,369638.18,62.4,Aspirational ($1K-$10K),False,9
2024-10-11,2024,10,Q4,South Korea,Wholesale,Accessories,Love Bracelet Classic,1,949.63,277.87,671.75,70.7,Aspirational ($1K-$10K),True,7
2022-04-17,2022,4,Q2,Hong Kong,Travel Retail,Fragrances,La Panthère,2,640.24,184.56,455.69,71.2,Entry (<$1K),False,7
2024-11-13,2024,11,Q4,South Korea,E-Commerce,Fine Jewellery,Cartier d'Amour,1,48924.67,16958.91,31965.76,65.3,Entry (<$1K),False,6
2024-10-25,2024,10,Q4,South Korea,E-Commerce,Fragrances,Baiser Volé,1,206.87,63.59,143.28,69.3,Premium ($10K-$50K),True,9
2022-02-06,2022,2,Q1,Australia,Boutique,High Jewellery,LOVE Bracelet HJ,1,470396.78,119630.96,308894.98,65.7,Premium ($10K-$50K),False,9
2024-09-08,2024,9,Q3,China,Private Client,Accessories,C de Cartier Bag,2,2842.91,1064.1,1778.81,62.6,Entry (<$1K),False,6
2023-01-08,2023,1,Q1,China,Boutique,High Jewellery,Juste un Clou Necklace,1,332539.02,91349.26,209217.52,62.9,VIP (>$50K),False,8
2024-10-03,2024,10,Q4,Hong Kong,Wholesale,Fine Jewellery,Cartier d'Amour,3,17598.27,6283.4,11314.87,64.3,Premium ($10K-$50K),False,8
2024-12-19,2024,12,Q4,Hong Kong,E-Commerce,Fine Jewellery,Clash de Cartier,1,37695.84,8630.24,26649.13,70.7,VIP (>$50K),False,7
2023-01-31,2023,1,Q1,India,Boutique,High Jewellery,Juste un Clou Necklace,1,339657.57,89593.82,218705.92,64.4,Premium ($10K-$50K),False,7
2024-05-06,2024,5,Q2,Singapore,Private Client,Fine Jewellery,Cactus de Cartier,2,51756.41,14842.23,36914.18,71.3,Entry (<$1K),True,10
2022-02-14,2022,2,Q1,South Korea,Private Client,Fine Jewellery,Clash de Cartier,1,23293.99,6202.05,14921.22,64.1,Premium ($10K-$50K),True,9
2024-10-10,2024,10,Q4,Japan,E-Commerce,Accessories,Love Bracelet Classic,3,6693.77,2055.99,4637.78,69.3,Premium ($10K-$50K),False,10
2023-03-23,2023,3,Q1,China,Private Client,Accessories,Cartier Wallet,3,4202.45,1289.53,2912.92,69.3,VIP (>$50K),False,6
2024-12-28,2024,12,Q4,Australia,Wholesale,High Jewellery,Panthère Bracelet,1,953968.38,218590.78,674172.18,70.7,VIP (>$50K),True,7
2023-03-07,2023,3,Q1,Japan,Boutique,Fine Jewellery,Cactus de Cartier,3,55298.7,16943.73,38354.97,69.4,Premium ($10K-$50K),False,10
2023-08-27,2023,8,Q3,Hong Kong,Boutique,High Jewellery,Juste un Clou Necklace,1,300429.64,89429.95,210999.69,70.2,VIP (>$50K),True,10
2022-08-06,2022,8,Q3,Thailand,Wholesale,Fragrances,Baiser Volé,2,710.8,213.52,497.28,70.0,Entry (<$1K),False,7
2024-06-07,2024,6,Q2,Hong Kong,E-Commerce,Accessories,C de Cartier Bag,1,2033.01,690.5,1425.37,70.1,Entry (<$1K),True,7
2023-08-01,2023,8,Q3,China,Wholesale,Watches,Tank Must,1,84490.88,24244.27,60246.61,71.3,VIP (>$50K),False,9
2024-04-04,2024,4,Q2,Japan,Private Client,Watches,Santos de Cartier,1,55630.57,16188.69,39441.88,70.9,VIP (>$50K),True,6
2022-09-28,2022,9,Q3,Australia,Boutique,Fine Jewellery,Clash de Cartier,1,42455.93,15953.32,26502.62,62.4,VIP (>$50K),True,8
2022-06-24,2022,6,Q2,Australia,E-Commerce,Accessories,Love Bracelet Classic,2,4801.48,1612.05,3382.88,70.5,VIP (>$50K),True,8
2022-09-10,2022,9,Q3,China,Boutique,High Jewellery,Juste un Clou Necklace,1,160306.98,51543.26,108763.72,67.8,VIP (>$50K),True,6
2023-04-10,2023,4,Q2,Thailand,Travel Retail,Watches,Ballon Bleu,3,147632.54,47017.18,100615.36,68.2,VIP (>$50K),True,6
2023-04-05,2023,4,Q2,Japan,Wholesale,Fine Jewellery,Cartier d'Amour,1,27634.49,10212.57,17421.93,63.0,Premium ($10K-$50K),False,10
2023-11-17,2023,11,Q4,South Korea,Travel Retail,Watches,Ballon Bleu,1,58231.14,17883.33,40347.82,69.3,Entry (<$1K),True,8
2022-06-06,2022,6,Q2,China,E-Commerce,Watches,Ballon Bleu,2,32761.57,13457.0,20919.41,63.9,VIP (>$50K),True,8
2022-10-24,2022,10,Q4,Japan,Wholesale,Watches,Tank Must,2,138114.26,44525.72,93588.54,67.8,Entry (<$1K),True,8
2022-10-11,2022,10,Q4,Australia,Travel Retail,Accessories,Love Bracelet Classic,3,6007.65,2175.61,3832.04,63.8,Entry (<$1K),False,9
2024-12-15,2024,12,Q4,Australia,Boutique,Watches,Ballon Bleu,1,6637.64,1639.91,4538.56,68.4,Entry (<$1K),True,6
2022-05-03,2022,5,Q2,Hong Kong,Wholesale,Watches,Ballon Bleu,3,164353.43,61991.15,102362.28,62.3,Entry (<$1K),False,7
2022-04-25,2022,4,Q2,South Korea,Boutique,Watches,Panthère Watch,2,148965.79,47247.24,101718.54,68.3,VIP (>$50K),True,6
2024-09-03,2024,9,Q3,South Korea,Boutique,Watches,Ballon Bleu,1,16689.79,5623.09,11066.69,66.3,Entry (<$1K),False,7
2024-08-20,2024,8,Q3,South Korea,Private Client,Fine Jewellery,Trinity Ring,3,62073.21,21696.12,40377.09,65.0,Aspirational ($1K-$10K),False,6
2022-03-07,2022,3,Q1,South Korea,Private Client,Watches,Santos de Cartier,2,80062.14,26854.09,53208.05,66.5,Aspirational ($1K-$10K),True,10
2023-09-19,2023,9,Q3,Australia,Travel Retail,Watches,Ballon Bleu,1,81598.53,28911.46,52687.07,64.6,Entry (<$1K),True,7
2024-03-14,2024,3,Q1,South Korea,Private Client,Fragrances,La Panthère,2,920.25,317.73,602.51,65.5,Entry (<$1K),True,7
2022-04-22,2022,4,Q2,Hong Kong,Travel Retail,Watches,Ballon Bleu,3,43503.15,15568.9,27934.25,64.2,Aspirational ($1K-$10K),False,8
2022-11-30,2022,11,Q4,Japan,Boutique,Watches,Rotonde,1,6386.04,2140.4,4245.63,66.5,VIP (>$50K),False,6
2022-04-02,2022,4,Q2,India,Boutique,High Jewellery,Juste un Clou Necklace,1,100778.5,38099.73,62678.77,62.2,Aspirational ($1K-$10K),True,10
2023-02-04,2023,2,Q1,Hong Kong,Travel Retail,Fine Jewellery,Clash de Cartier,2,95152.23,26054.17,59979.1,63.0,VIP (>$50K),True,7
2022-02-18,2022,2,Q1,Thailand,Travel Retail,Fragrances,La Panthère,2,510.89,108.94,363.82,71.2,VIP (>$50K),True,7
2023-03-18,2023,3,Q1,South Korea,E-Commerce,Fragrances,Les Heures de Parfum,2,573.92,181.38,392.54,68.4,Entry (<$1K),False,9
2023-05-05,2023,5,Q2,Australia,Private Client,Fragrances,La Panthère,2,925.81,268.24,657.56,71.0,VIP (>$50K),False,8
2022-06-28,2022,6,Q2,India,Boutique,Accessories,Cartier Wallet,1,651.44,228.01,450.79,69.2,Aspirational ($1K-$10K),False,6
2023-01-02,2023,1,Q1,India,Wholesale,Accessories,Cartier Wallet,1,3226.14,893.72,2019.62,62.6,Entry (<$1K),False,8
2024-04-01,2024,4,Q2,Thailand,Private Client,Watches,Panthère Watch,2,67781.23,21511.61,46269.61,68.3,Entry (<$1K),True,8
2022-03-29,2022,3,Q1,China,E-Commerce,Fragrances,La Panthère,2,365.71,108.18,257.52,70.4,Entry (<$1K),True,7
2024-03-06,2024,3,Q1,India,Boutique,Fine Jewellery,Trinity Ring,2,38549.02,11214.37,27334.65,70.9,Premium ($10K-$50K),True,9
2024-06-06,2024,6,Q2,Australia,Travel Retail,Fine Jewellery,Cartier d'Amour,2,29141.91,9976.59,20362.52,69.9,Entry (<$1K),False,9
2022-03-20,2022,3,Q1,South Korea,Travel Retail,Watches,Tank Must,3,90281.91,32268.61,58013.3,64.3,VIP (>$50K),True,8
2024-05-30,2024,5,Q2,India,E-Commerce,High Jewellery,Panthère Bracelet,1,725607.9,252777.95,472829.95,65.2,Aspirational ($1K-$10K),False,7
2022-06-21,2022,6,Q2,South Korea,Boutique,Fine Jewellery,Trinity Ring,2,10265.13,4282.53,6496.5,63.3,Premium ($10K-$50K),True,8
2023-01-12,2023,1,Q1,China,Boutique,Accessories,Cartier Wallet,1,4998.47,1166.04,3424.31,68.5,Entry (<$1K),True,10
2022-11-26,2022,11,Q4,Thailand,Wholesale,Fragrances,Carat,3,1165.74,349.56,816.19,70.0,Premium ($10K-$50K),False,8
2022-01-30,2022,1,Q1,South Korea,Travel Retail,Watches,Panthère Watch,3,304850.25,72405.02,207103.47,67.9,VIP (>$50K),True,7
2024-07-09,2024,7,Q3,Japan,Boutique,Watches,Tank Must,1,36826.16,14232.24,24301.79,66.0,Premium ($10K-$50K),False,7
2022-01-30,2022,1,Q1,Hong Kong,Wholesale,High Jewellery,Juste un Clou Necklace,1,1263563.5,343292.25,800118.97,63.3,Entry (<$1K),True,9
2024-04-27,2024,4,Q2,Thailand,Wholesale,Fine Jewellery,Trinity Ring,1,23597.09,8793.1,14803.99,62.7,Entry (<$1K),False,7
2022-11-30,2022,11,Q4,Thailand,Travel Retail,Fine Jewellery,Trinity Ring,1,27948.86,10607.61,17341.25,62.0,VIP (>$50K),False,6
2024-04-22,2024,4,Q2,Japan,Travel Retail,Fragrances,La Panthère,1,376.22,130.46,245.76,65.3,Entry (<$1K),False,9
2024-02-20,2024,2,Q1,Japan,E-Commerce,Accessories,C de Cartier Bag,2,4540.13,1080.53,3081.41,67.9,Entry (<$1K),False,8
2023-04-04,2023,4,Q2,Singapore,Wholesale,Fine Jewellery,Cactus de Cartier,2,95844.31,33289.61,62554.7,65.3,VIP (>$50K),True,9
2022-03-08,2022,3,Q1,China,Boutique,Watches,Ballon Bleu,3,250161.11,85053.42,165107.69,66.0,Aspirational ($1K-$10K),False,10
2024-05-30,2024,5,Q2,Australia,Private Client,Accessories,Panthere Sunglasses,1,2187.93,787.95,1399.98,64.0,Entry (<$1K),False,9
2022-12-22,2022,12,Q4,Thailand,Wholesale,Fragrances,Baiser Volé,1,295.34,76.24,197.75,67.0,Entry (<$1K),True,8
2022-11-22,2022,11,Q4,Hong Kong,E-Commerce,High Jewellery,Trinity Collection,1,70693.27,25237.73,45455.55,64.3,Premium ($10K-$50K),False,10
2022-06-11,2022,6,Q2,Thailand,Boutique,Watches,Panthère Watch,1,47990.44,16577.0,33402.68,69.6,Premium ($10K-$50K),False,10
2023-05-18,2023,5,Q2,Thailand,Wholesale,High Jewellery,Juste un Clou Necklace,1,94050.1,26551.67,67498.44,71.8,VIP (>$50K),False,10
2022-09-09,2022,9,Q3,Japan,E-Commerce,Fine Jewellery,Cactus de Cartier,2,78703.6,28684.5,50019.1,63.6,Premium ($10K-$50K),False,9
2022-02-14,2022,2,Q1,Thailand,Boutique,Accessories,C de Cartier Bag,2,2466.54,627.33,1619.64,65.7,Entry (<$1K),True,7
2023-09-04,2023,9,Q3,China,E-Commerce,Fragrances,La Panthère,2,358.97,117.88,241.09,67.2,VIP (>$50K),False,8
2022-09-07,2022,9,Q3,Australia,Private Client,High Jewellery,Trinity Collection,1,481101.97,145115.1,335986.87,69.8,Aspirational ($1K-$10K),False,7
2022-03-02,2022,3,Q1,Hong Kong,E-Commerce,Watches,Santos de Cartier,2,170172.16,52305.25,117866.92,69.3,Premium ($10K-$50K),True,8
2023-08-26,2023,8,Q3,India,Travel Retail,Accessories,Love Bracelet Classic,1,2692.93,939.04,1753.89,65.1,Aspirational ($1K-$10K),True,6
2023-10-01,2023,10,Q4,South Korea,E-Commerce,Accessories,Love Bracelet Classic,3,10327.61,3172.31,7155.31,69.3,Aspirational ($1K-$10K),True,10
2024-02-24,2024,2,Q1,Thailand,E-Commerce,Fragrances,Les Heures de Parfum,1,326.32,78.54,220.28,67.5,VIP (>$50K),True,8
2024-04-19,2024,4,Q2,Singapore,Private Client,Fragrances,Les Heures de Parfum,2,564.11,182.17,381.94,67.7,Premium ($10K-$50K),False,6
2023-03-17,2023,3,Q1,Hong Kong,Wholesale,Watches,Ballon Bleu,1,16739.45,5886.93,10852.52,64.8,Premium ($10K-$50K),True,8
2023-04-22,2023,4,Q2,Japan,Travel Retail,Fine Jewellery,Clash de Cartier,2,47474.39,16693.26,30781.13,64.8,VIP (>$50K),True,9
2024-06-10,2024,6,Q2,Hong Kong,Wholesale,Watches,Tank Must,1,9109.75,3923.67,5656.92,62.1,Entry (<$1K),False,9
2022-12-17,2022,12,Q4,Hong Kong,Private Client,Accessories,Panthere Sunglasses,3,9622.45,2693.76,6174.43,64.2,VIP (>$50K),True,8
2022-09-26,2022,9,Q3,Thailand,Boutique,Fragrances,La Panthère,2,392.71,113.69,279.01,71.0,Entry (<$1K),True,8
2023-10-12,2023,10,Q4,Hong Kong,Travel Retail,High Jewellery,Juste un Clou Necklace,1,481193.0,149094.95,332098.06,69.0,Entry (<$1K),True,6
2024-02-05,2024,2,Q1,Japan,Boutique,Watches,Santos de Cartier,2,188950.05,51245.9,119768.09,63.4,Entry (<$1K),False,6
2023-01-27,2023,1,Q1,Hong Kong,Private Client,High Jewellery,Trinity Collection,1,447032.2,96386.88,316909.91,70.9,Aspirational ($1K-$10K),False,8
2024-02-17,2024,2,Q1,Singapore,E-Commerce,Watches,Rotonde,1,60304.58,15871.43,38878.15,64.5,Entry (<$1K),True,6
2024-12-04,2024,12,Q4,Australia,Private Client,Accessories,Love Bracelet Classic,3,12339.87,3164.7,8289.06,67.2,VIP (>$50K),False,8
2022-06-19,2022,6,Q2,Hong Kong,Private Client,Watches,Tank Must,2,116553.07,37883.28,83215.78,71.4,VIP (>$50K),True,9
2024-02-28,2024,2,Q1,Australia,Travel Retail,High Jewellery,Juste un Clou Necklace,1,287884.03,70961.17,192086.45,66.7,Aspirational ($1K-$10K),True,8
2024-07-18,2024,7,Q3,South Korea,Private Client,High Jewellery,Panthère Bracelet,1,210805.52,90432.33,131225.07,62.2,Premium ($10K-$50K),True,7
2022-05-21,2022,5,Q2,Singapore,Travel Retail,Watches,Ballon Bleu,1,97466.43,28726.18,68740.25,70.5,VIP (>$50K),True,7
2022-02-03,2022,2,Q1,India,E-Commerce,Fine Jewellery,Cartier d'Amour,2,52801.48,11990.16,36614.77,69.3,VIP (>$50K),False,7
2022-11-05,2022,11,Q4,Thailand,Private Client,Accessories,Cartier Wallet,1,450.07,128.23,321.84,71.5,Entry (<$1K),True,9
2023-02-02,2023,2,Q1,Singapore,E-Commerce,Accessories,Panthere Sunglasses,2,7127.13,1752.02,4761.91,66.8,VIP (>$50K),True,7
2022-08-16,2022,8,Q3,Australia,Boutique,High Jewellery,Trinity Collection,1,466683.1,155504.96,311178.15,66.7,Aspirational ($1K-$10K),False,10
2024-04-08,2024,4,Q2,Thailand,Travel Retail,High Jewellery,Panthère Bracelet,1,638225.01,195824.47,442400.54,69.3,Premium ($10K-$50K),False,7
2023-12-13,2023,12,Q4,Singapore,Private Client,Fine Jewellery,Cartier d'Amour,3,24160.21,6459.3,15892.3,65.8,Aspirational ($1K-$10K),True,7
2022-12-15,2022,12,Q4,Hong Kong,Boutique,Watches,Tank Must,1,48257.73,13067.41,31531.45,65.3,Entry (<$1K),False,7
2023-06-25,2023,6,Q2,Japan,E-Commerce,High Jewellery,Juste un Clou Necklace,1,800194.97,299009.88,537066.27,67.1,Premium ($10K-$50K),True,6
2022-02-05,2022,2,Q1,Singapore,E-Commerce,Fragrances,Baiser Volé,1,665.36,153.01,458.8,69.0,Aspirational ($1K-$10K),True,8
2023-06-12,2023,6,Q2,India,Wholesale,Fine Jewellery,Trinity Ring,3,4020.35,1431.67,2760.48,68.7,Entry (<$1K),False,10
2022-02-12,2022,2,Q1,South Korea,Travel Retail,Watches,Tank Must,3,133858.73,35110.77,86459.19,64.6,Entry (<$1K),False,6
2023-02-01,2023,2,Q1,Thailand,Boutique,Fine Jewellery,Trinity Ring,1,60183.4,13665.24,41735.33,69.3,Aspirational ($1K-$10K),True,9
2024-05-04,2024,5,Q2,Singapore,Wholesale,Watches,Santos de Cartier,3,189846.28,55491.33,134354.95,70.8,Entry (<$1K),True,8
2023-08-14,2023,8,Q3,Japan,Boutique,Accessories,Panthere Sunglasses,2,3599.02,1232.23,2366.79,65.8,Premium ($10K-$50K),False,8
2022-05-13,2022,5,Q2,Singapore,Boutique,Accessories,C de Cartier Bag,1,1316.16,375.53,940.63,71.5,Aspirational ($1K-$10K),False,8
2022-01-02,2022,1,Q1,China,Wholesale,Watches,Ballon Bleu,3,374407.59,96106.99,244663.15,65.3,Premium ($10K-$50K),True,8
2022-10-20,2022,10,Q4,Australia,Travel Retail,Fragrances,La Panthère,2,390.94,119.19,271.75,69.5,Entry (<$1K),False,6
2023-06-20,2023,6,Q2,Singapore,Private Client,Fine Jewellery,Clash de Cartier,2,56097.08,22976.73,35877.56,64.0,Premium ($10K-$50K),True,7
2023-05-28,2023,5,Q2,South Korea,Travel Retail,Fragrances,Baiser Volé,3,691.05,257.56,433.48,62.7,Entry (<$1K),True,9
2024-06-13,2024,6,Q2,Japan,E-Commerce,Fragrances,Carat,3,1055.59,421.35,684.8,64.9,Entry (<$1K),False,9
2024-05-11,2024,5,Q2,Thailand,Travel Retail,High Jewellery,Trinity Collection,1,736273.91,261808.43,474465.47,64.4,Aspirational ($1K-$10K),True,10
2024-11-14,2024,11,Q4,Hong Kong,E-Commerce,Fragrances,Les Heures de Parfum,1,183.99,58.93,125.06,68.0,VIP (>$50K),True,10
2024-07-31,2024,7,Q3,China,Boutique,High Jewellery,Juste un Clou Necklace,1,747579.27,266196.28,513326.54,68.7,VIP (>$50K),True,10
2024-09-13,2024,9,Q3,Hong Kong,Boutique,High Jewellery,Trinity Collection,1,746818.29,251083.99,495734.3,66.4,Entry (<$1K),False,7
2023-09-09,2023,9,Q3,Singapore,Boutique,Accessories,Panthere Sunglasses,3,2215.97,815.45,1400.51,63.2,VIP (>$50K),False,6
2024-08-28,2024,8,Q3,China,Private Client,Accessories,Love Bracelet Classic,2,1098.54,360.73,737.81,67.2,Premium ($10K-$50K),True,10
2023-06-18,2023,6,Q2,India,Private Client,High Jewellery,LOVE Bracelet HJ,1,111549.82,37289.16,78735.36,70.6,Premium ($10K-$50K),False,10
2023-02-15,2023,2,Q1,India,Travel Retail,Fine Jewellery,Cactus de Cartier,2,80289.27,18837.29,54858.93,68.3,Aspirational ($1K-$10K),False,6
2024-08-08,2024,8,Q3,Thailand,Travel Retail,Watches,Santos de Cartier,2,45678.27,12840.25,32838.02,71.9,Aspirational ($1K-$10K),False,10
2024-06-29,2024,6,Q2,China,Wholesale,Watches,Panthère Watch,1,75677.46,32521.99,47058.11,62.2,Aspirational ($1K-$10K),True,10
2023-03-08,2023,3,Q1,Hong Kong,Private Client,Accessories,C de Cartier Bag,3,3017.29,1061.85,1955.44,64.8,Aspirational ($1K-$10K),True,7
2023-07-25,2023,7,Q3,Singapore,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,359017.32,141117.14,234834.24,65.4,Aspirational ($1K-$10K),False,8
2023-12-14,2023,12,Q4,Thailand,Boutique,High Jewellery,Trinity Collection,1,790288.52,178836.14,561378.25,71.0,VIP (>$50K),True,9
2023-10-25,2023,10,Q4,Australia,E-Commerce,High Jewellery,Panthère Bracelet,1,601339.93,226904.78,374435.15,62.3,VIP (>$50K),False,8
