date,month_year,category,product,market,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,unit_cost_usd
2024-04-26,Apr 2024,Watches,Tank Must,Singapore,119,104,129,5.0,35,84,Low,Low,20976.91
2024-05-26,May 2024,Watches,Tank Must,Singapore,114,107,118,4.4,34,88,Low,Low,25534.69
2024-06-25,Jun 2024,Watches,Tank Must,Singapore,91,88,77,3.5,32,92,Low,Low,4376.27
2024-07-25,Jul 2024,Watches,Tank Must,Singapore,82,100,98,3.9,29,95,Low,Low,20084.95
2024-08-24,Aug 2024,Watches,Tank Must,Singapore,93,77,110,5.7,27,103,Low,Low,12637.41
2024-09-23,Sep 2024,Watches,Tank Must,Singapore,80,95,72,3.0,24,118,Low,Low,14268.42
2024-10-23,Oct 2024,Watches,Tank Must,Singapore,82,65,64,3.9,24,25,Medium,Low,29306.44
2024-11-22,Nov 2024,Watches,Tank Must,Singapore,93,102,124,4.9,27,64,Low,Medium,22957.96
2023-07-01,Jul 2023,Watches,Tank Must,Hong Kong,85,94,100,4.3,30,57,Low,Low,8006.09
2023-07-31,Jul 2023,Watches,Tank Must,Hong Kong,73,89,55,2.5,25,110,Medium,Low,9248.19
2023-08-30,Aug 2023,Watches,Tank Must,Hong Kong,23,25,26,4.2,6,82,Low,Low,19537.12
2023-09-29,Sep 2023,Watches,Tank Must,Hong Kong,115,106,113,4.3,34,53,Low,Low,5234.52
2023-10-29,Oct 2023,Watches,Tank Must,Hong Kong,54,45,45,4.0,16,35,Low,Low,16429.83
2023-11-28,Nov 2023,Watches,Tank Must,Hong Kong,117,127,89,2.8,35,28,Medium,Low,2909.46
2023-12-28,Dec 2023,Watches,Tank Must,Hong Kong,76,91,82,3.6,17,28,Low,Low,2555.55
2024-01-27,Jan 2024,Watches,Tank Must,Hong Kong,135,132,168,5.1,29,29,Low,Medium,26835.09
2024-02-26,Feb 2024,Watches,Tank Must,Hong Kong,117,128,127,4.0,25,106,Low,Low,24211.62
2024-03-27,Mar 2024,Watches,Tank Must,Hong Kong,73,61,69,4.5,21,79,Low,Low,3531.92
2024-04-26,Apr 2024,Watches,Tank Must,Hong Kong,70,64,80,5.0,21,30,Low,Low,22513.61
2024-05-26,May 2024,Watches,Tank Must,Hong Kong,120,148,113,3.1,36,99,Low,Low,2812.99
2024-06-25,Jun 2024,Watches,Tank Must,Hong Kong,54,48,52,4.3,19,78,Low,Low,9477.22
2024-07-25,Jul 2024,Watches,Tank Must,Hong Kong,67,69,82,4.8,23,50,Low,Medium,29031.99
2024-08-24,Aug 2024,Watches,Tank Must,Hong Kong,103,86,91,4.2,30,86,Low,Low,12317.99
2024-09-23,Sep 2024,Watches,Tank Must,Hong Kong,92,75,90,4.8,27,73,Low,Low,5581.12
2024-10-23,Oct 2024,Watches,Tank Must,Hong Kong,32,31,26,3.4,9,80,Low,Low,24167.38
2024-11-22,Nov 2024,Watches,Tank Must,Hong Kong,75,63,94,6.0,22,34,Low,Medium,25366.43
2023-07-01,Jul 2023,Watches,Tank Must,Thailand,42,43,55,5.1,15,108,Low,Medium,24331.81
2023-07-31,Jul 2023,Watches,Tank Must,Thailand,59,54,64,4.7,21,49,Low,Low,16162.11
2023-08-30,Aug 2023,Watches,Tank Must,Thailand,116,130,95,2.9,34,117,Low,Low,13547.42
2023-09-29,Sep 2023,Watches,Tank Must,Thailand,85,88,80,3.6,25,107,Low,Low,5408.32
2023-10-29,Oct 2023,Watches,Tank Must,Thailand,72,58,81,5.6,21,23,Low,Low,26423.29
2023-11-28,Nov 2023,Watches,Tank Must,Thailand,87,98,78,3.2,26,83,Low,Low,27875.46
2023-12-28,Dec 2023,Watches,Tank Must,Thailand,141,158,180,4.6,32,115,Low,Medium,29843.9
2024-01-27,Jan 2024,Watches,Tank Must,Thailand,152,152,161,4.2,32,100,Low,Low,7729.87
2024-02-26,Feb 2024,Watches,Tank Must,Thailand,103,97,131,5.4,22,16,Low,Medium,14499.01
2024-03-27,Mar 2024,Watches,Tank Must,Thailand,115,105,114,4.3,34,52,Low,Low,10807.4
2024-04-26,Apr 2024,Watches,Tank Must,Thailand,70,79,61,3.1,21,38,Low,Low,29297.51
2024-05-26,May 2024,Watches,Tank Must,Thailand,100,115,123,4.3,30,36,Low,Medium,7507.91
2024-06-25,Jun 2024,Watches,Tank Must,Thailand,43,38,47,4.9,15,87,Low,Low,17146.15
2024-07-25,Jul 2024,Watches,Tank Must,Thailand,15,15,17,4.5,5,41,Low,Low,15704.04
2024-08-24,Aug 2024,Watches,Tank Must,Thailand,111,98,134,5.5,33,120,Low,Medium,21495.64
2024-09-23,Sep 2024,Watches,Tank Must,Thailand,110,123,105,3.4,33,14,Low,Low,3803.0
2024-10-23,Oct 2024,Watches,Tank Must,Thailand,31,37,24,2.6,9,40,Medium,Low,14152.29
2024-11-22,Nov 2024,Watches,Tank Must,Thailand,51,57,58,4.1,15,55,Low,Low,2906.74
2023-07-01,Jul 2023,Watches,Tank Must,India,63,76,50,2.6,22,42,Medium,Low,18713.53
2023-07-31,Jul 2023,Watches,Tank Must,India,27,30,30,4.0,9,83,Low,Low,25444.93
2023-08-30,Aug 2023,Watches,Tank Must,India,70,63,53,3.4,21,16,Medium,Low,21856.34
2023-09-29,Sep 2023,Watches,Tank Must,India,46,55,55,4.0,13,109,Low,Low,23356.17
2023-10-29,Oct 2023,Watches,Tank Must,India,104,116,81,2.8,31,77,Medium,Low,20686.84
2023-11-28,Nov 2023,Watches,Tank Must,India,92,77,105,5.5,27,54,Low,Low,16774.19
2023-12-28,Dec 2023,Watches,Tank Must,India,37,36,48,5.3,8,91,Low,Medium,9721.03
2024-01-27,Jan 2024,Watches,Tank Must,India,163,198,128,2.6,35,93,Medium,Low,15477.29
2024-02-26,Feb 2024,Watches,Tank Must,India,124,135,103,3.1,26,22,Low,Low,27340.43
2024-03-27,Mar 2024,Watches,Tank Must,India,102,123,105,3.4,30,43,Low,Low,5715.69
2024-04-26,Apr 2024,Watches,Tank Must,India,33,41,33,3.2,9,44,Low,Low,24326.1
2024-05-26,May 2024,Watches,Tank Must,India,94,75,123,6.6,28,40,Low,Medium,10250.67
2024-06-25,Jun 2024,Watches,Tank Must,India,39,39,32,3.3,14,90,Low,Low,23105.07
2024-07-25,Jul 2024,Watches,Tank Must,India,100,104,103,4.0,35,77,Low,Low,2734.84
2024-08-24,Aug 2024,Watches,Tank Must,India,89,74,98,5.3,26,61,Low,Low,14016.42
2024-09-23,Sep 2024,Watches,Tank Must,India,91,99,108,4.4,27,70,Low,Low,23424.06
2024-10-23,Oct 2024,Watches,Tank Must,India,118,142,90,2.5,35,109,Medium,Low,26154.66
2024-11-22,Nov 2024,Watches,Tank Must,India,53,50,61,4.9,15,40,Low,Low,4531.99
2023-07-01,Jul 2023,Watches,Ballon Bleu,China,95,88,75,3.4,33,84,Medium,Low,14853.61
2023-07-31,Jul 2023,Watches,Ballon Bleu,China,62,52,63,4.8,22,68,Low,Low,19561.69
2023-08-30,Aug 2023,Watches,Ballon Bleu,China,104,89,132,5.9,31,52,Low,Medium,6349.04
2023-09-29,Sep 2023,Watches,Ballon Bleu,China,78,64,62,3.9,23,53,Medium,Low,3305.87
2023-10-29,Oct 2023,Watches,Ballon Bleu,China,18,21,20,3.8,5,41,Low,Low,2849.04
2023-11-28,Nov 2023,Watches,Ballon Bleu,China,27,28,33,4.7,8,55,Low,Medium,27038.74
2023-12-28,Dec 2023,Watches,Ballon Bleu,China,44,54,41,3.0,10,67,Low,Low,28336.71
2024-01-27,Jan 2024,Watches,Ballon Bleu,China,85,82,65,3.2,18,52,Medium,Low,19831.59
2024-02-26,Feb 2024,Watches,Ballon Bleu,China,152,172,115,2.7,32,47,Medium,Low,5084.25
2024-03-27,Mar 2024,Watches,Ballon Bleu,China,112,131,143,4.4,33,120,Low,Medium,14040.49
2024-04-26,Apr 2024,Watches,Ballon Bleu,China,120,116,101,3.5,36,109,Low,Low,16383.01
2024-05-26,May 2024,Watches,Ballon Bleu,China,52,57,49,3.4,15,97,Low,Low,3053.19
2024-06-25,Jun 2024,Watches,Ballon Bleu,China,86,87,89,4.1,30,17,Low,Low,5545.73
2024-07-25,Jul 2024,Watches,Ballon Bleu,China,35,31,43,5.5,12,17,Low,Medium,13944.27
2024-08-24,Aug 2024,Watches,Ballon Bleu,China,54,54,42,3.1,16,79,Medium,Low,28254.98
2024-09-23,Sep 2024,Watches,Ballon Bleu,China,119,122,117,3.8,35,18,Low,Low,9020.21
2024-10-23,Oct 2024,Watches,Ballon Bleu,China,27,31,23,3.0,8,105,Low,Low,10175.85
2024-11-22,Nov 2024,Watches,Ballon Bleu,China,106,124,131,4.2,31,99,Low,Medium,10488.12
2023-07-01,Jul 2023,Watches,Ballon Bleu,Japan,43,48,37,3.1,15,43,Low,Low,3108.96
2023-07-31,Jul 2023,Watches,Ballon Bleu,Japan,14,14,11,3.1,5,29,Medium,Low,11769.16
2023-08-30,Aug 2023,Watches,Ballon Bleu,Japan,59,69,59,3.4,17,91,Low,Low,5831.98
2023-09-29,Sep 2023,Watches,Ballon Bleu,Japan,83,89,110,4.9,24,97,Low,Medium,25796.24
2023-10-29,Oct 2023,Watches,Ballon Bleu,Japan,114,103,90,3.5,34,118,Medium,Low,29696.55
2023-11-28,Nov 2023,Watches,Ballon Bleu,Japan,41,39,49,5.0,12,57,Low,Low,26225.98
2023-12-28,Dec 2023,Watches,Ballon Bleu,Japan,45,43,48,4.5,10,52,Low,Low,23030.58
2024-01-27,Jan 2024,Watches,Ballon Bleu,Japan,141,141,137,3.9,30,41,Low,Low,25965.52
2024-02-26,Feb 2024,Watches,Ballon Bleu,Japan,154,128,132,4.1,33,61,Low,Low,26535.85
2024-03-27,Mar 2024,Watches,Ballon Bleu,Japan,27,29,20,2.8,8,107,Medium,Low,9062.79
2024-04-26,Apr 2024,Watches,Ballon Bleu,Japan,73,67,54,3.2,21,119,Medium,Low,14177.45
2024-05-26,May 2024,Watches,Ballon Bleu,Japan,117,98,89,3.6,35,106,Medium,Low,24426.01
2024-06-25,Jun 2024,Watches,Ballon Bleu,Japan,96,90,106,4.7,34,86,Low,Low,13766.81
2024-07-25,Jul 2024,Watches,Ballon Bleu,Japan,22,24,19,3.2,8,92,Low,Low,23905.35
2024-08-24,Aug 2024,Watches,Ballon Bleu,Japan,56,69,46,2.7,16,119,Low,Low,17069.94
2024-09-23,Sep 2024,Watches,Ballon Bleu,Japan,116,144,149,4.1,34,96,Low,Medium,20616.08
2024-10-23,Oct 2024,Watches,Ballon Bleu,Japan,32,32,37,4.6,9,83,Low,Low,3883.5
2024-11-22,Nov 2024,Watches,Ballon Bleu,Japan,58,50,59,4.7,17,109,Low,Low,9119.92
2023-07-01,Jul 2023,Watches,Ballon Bleu,South Korea,69,85,71,3.3,24,104,Low,Low,16228.84
2023-07-31,Jul 2023,Watches,Ballon Bleu,South Korea,27,29,35,4.8,9,18,Low,Medium,21665.83
2023-08-30,Aug 2023,Watches,Ballon Bleu,South Korea,117,99,108,4.4,35,31,Low,Low,26341.98
2023-09-29,Sep 2023,Watches,Ballon Bleu,South Korea,80,89,105,4.7,24,104,Low,Medium,9435.43
2023-10-29,Oct 2023,Watches,Ballon Bleu,South Korea,77,78,86,4.4,23,92,Low,Low,23919.59
2023-11-28,Nov 2023,Watches,Ballon Bleu,South Korea,110,105,137,5.2,33,120,Low,Medium,29289.91
2023-12-28,Dec 2023,Watches,Ballon Bleu,South Korea,141,162,174,4.3,32,105,Low,Medium,6879.14
2024-01-27,Jan 2024,Watches,Ballon Bleu,South Korea,61,55,55,4.0,13,28,Low,Low,11807.5
2024-02-26,Feb 2024,Watches,Ballon Bleu,South Korea,120,123,111,3.6,25,42,Low,Low,8312.79
2024-03-27,Mar 2024,Watches,Ballon Bleu,South Korea,41,35,31,3.5,12,16,Medium,Low,2943.57
2024-04-26,Apr 2024,Watches,Ballon Bleu,South Korea,116,124,91,2.9,34,96,Medium,Low,10040.45
2024-05-26,May 2024,Watches,Ballon Bleu,South Korea,59,61,59,3.9,17,23,Low,Low,25778.45
2024-06-25,Jun 2024,Watches,Ballon Bleu,South Korea,39,35,30,3.4,14,41,Medium,Low,10082.73
2024-07-25,Jul 2024,Watches,Ballon Bleu,South Korea,94,112,71,2.5,33,79,Medium,Low,5712.94
2024-08-24,Aug 2024,Watches,Ballon Bleu,South Korea,85,103,67,2.6,25,72,Medium,Low,20108.88
2024-09-23,Sep 2024,Watches,Ballon Bleu,South Korea,56,57,68,4.8,16,118,Low,Medium,5590.53
2024-10-23,Oct 2024,Watches,Ballon Bleu,South Korea,30,28,27,3.9,9,82,Low,Low,10205.62
2024-11-22,Nov 2024,Watches,Ballon Bleu,South Korea,81,71,70,3.9,24,35,Low,Low,7183.09
2023-07-01,Jul 2023,Watches,Ballon Bleu,Australia,95,78,105,5.4,33,44,Low,Low,26483.89
2023-07-31,Jul 2023,Watches,Ballon Bleu,Australia,64,62,61,3.9,22,55,Low,Low,19087.0
2023-08-30,Aug 2023,Watches,Ballon Bleu,Australia,61,55,72,5.2,18,29,Low,Low,2330.22
2023-09-29,Sep 2023,Watches,Ballon Bleu,Australia,79,92,94,4.1,23,114,Low,Low,4147.98
2023-10-29,Oct 2023,Watches,Ballon Bleu,Australia,99,100,103,4.1,29,113,Low,Low,25342.83
2023-11-28,Nov 2023,Watches,Ballon Bleu,Australia,20,21,20,3.8,6,25,Low,Low,16723.23
2023-12-28,Dec 2023,Watches,Ballon Bleu,Australia,148,138,114,3.3,34,33,Medium,Low,26681.48
2024-01-27,Jan 2024,Watches,Ballon Bleu,Australia,71,63,64,4.1,15,38,Low,Low,24195.89
2024-02-26,Feb 2024,Watches,Ballon Bleu,Australia,105,99,126,5.1,22,110,Low,Low,21155.34
2024-03-27,Mar 2024,Watches,Ballon Bleu,Australia,52,62,42,2.7,15,96,Low,Low,11574.71
2024-04-26,Apr 2024,Watches,Ballon Bleu,Australia,100,113,129,4.6,30,86,Low,Medium,5347.95
2024-05-26,May 2024,Watches,Ballon Bleu,Australia,99,97,82,3.4,29,95,Low,Low,11921.62
2024-06-25,Jun 2024,Watches,Ballon Bleu,Australia,81,83,101,4.9,28,37,Low,Medium,23374.32
2024-07-25,Jul 2024,Watches,Ballon Bleu,Australia,42,40,40,4.0,15,88,Low,Low,20037.27
2024-08-24,Aug 2024,Watches,Ballon Bleu,Australia,34,33,29,3.5,10,43,Low,Low,15038.96
2024-09-23,Sep 2024,Watches,Ballon Bleu,Australia,117,138,101,2.9,35,110,Low,Low,28515.56
2024-10-23,Oct 2024,Watches,Ballon Bleu,Australia,29,28,22,3.1,8,21,Medium,Low,19992.59
2024-11-22,Nov 2024,Watches,Ballon Bleu,Australia,92,106,83,3.1,27,112,Low,Low,22904.57
2023-07-01,Jul 2023,Watches,Ballon Bleu,Singapore,55,45,47,4.2,19,59,Low,Low,21107.82
2023-07-31,Jul 2023,Watches,Ballon Bleu,Singapore,43,46,42,3.7,15,76,Low,Low,7993.69
2023-08-30,Aug 2023,Watches,Ballon Bleu,Singapore,27,25,22,3.5,8,120,Low,Low,15965.75
2023-09-29,Sep 2023,Watches,Ballon Bleu,Singapore,118,135,137,4.1,35,40,Low,Low,9095.88
2023-10-29,Oct 2023,Watches,Ballon Bleu,Singapore,103,119,114,3.8,30,39,Low,Low,11869.57
2023-11-28,Nov 2023,Watches,Ballon Bleu,Singapore,105,121,125,4.1,31,51,Low,Low,5762.3
2023-12-28,Dec 2023,Watches,Ballon Bleu,Singapore,88,103,116,4.5,20,82,Low,Medium,18689.43
2024-01-27,Jan 2024,Watches,Ballon Bleu,Singapore,49,41,49,4.8,10,88,Low,Low,4129.18
2024-02-26,Feb 2024,Watches,Ballon Bleu,Singapore,99,84,117,5.6,21,72,Low,Low,20003.18
2024-03-27,Mar 2024,Watches,Ballon Bleu,Singapore,59,55,61,4.4,17,108,Low,Low,6581.42
2024-04-26,Apr 2024,Watches,Ballon Bleu,Singapore,50,61,50,3.3,15,114,Low,Low,12538.34
2024-05-26,May 2024,Watches,Ballon Bleu,Singapore,73,62,72,4.6,21,115,Low,Low,24681.15
2024-06-25,Jun 2024,Watches,Ballon Bleu,Singapore,74,66,57,3.5,26,73,Medium,Low,18300.97
2024-07-25,Jul 2024,Watches,Ballon Bleu,Singapore,34,34,35,4.1,12,40,Low,Low,20433.11
2024-08-24,Aug 2024,Watches,Ballon Bleu,Singapore,68,57,89,6.2,20,84,Low,Medium,27087.23
2024-09-23,Sep 2024,Watches,Ballon Bleu,Singapore,109,118,138,4.7,32,81,Low,Medium,15104.15
2024-10-23,Oct 2024,Watches,Ballon Bleu,Singapore,57,54,66,4.9,17,117,Low,Low,19667.16
2024-11-22,Nov 2024,Watches,Ballon Bleu,Singapore,42,43,51,4.7,12,14,Low,Medium,2549.89
2023-07-01,Jul 2023,Watches,Ballon Bleu,Hong Kong,61,69,73,4.2,21,89,Low,Low,6165.29
2023-07-31,Jul 2023,Watches,Ballon Bleu,Hong Kong,82,97,104,4.3,29,107,Low,Medium,21515.33
2023-08-30,Aug 2023,Watches,Ballon Bleu,Hong Kong,20,21,21,4.0,6,63,Low,Low,8121.25
2023-09-29,Sep 2023,Watches,Ballon Bleu,Hong Kong,69,62,67,4.3,20,43,Low,Low,26112.57
2023-10-29,Oct 2023,Watches,Ballon Bleu,Hong Kong,75,60,92,6.1,22,60,Low,Medium,11981.89
2023-11-28,Nov 2023,Watches,Ballon Bleu,Hong Kong,16,13,13,4.0,4,79,Low,Low,8095.9
2023-12-28,Dec 2023,Watches,Ballon Bleu,Hong Kong,114,114,148,5.2,26,115,Low,Medium,17004.95
2024-01-27,Jan 2024,Watches,Ballon Bleu,Hong Kong,21,26,21,3.2,4,96,Low,Low,27718.25
2024-02-26,Feb 2024,Watches,Ballon Bleu,Hong Kong,110,133,93,2.8,23,67,Low,Low,21627.09
2024-03-27,Mar 2024,Watches,Ballon Bleu,Hong Kong,69,72,51,2.8,20,85,Medium,Low,2244.74
2024-04-26,Apr 2024,Watches,Ballon Bleu,Hong Kong,37,43,37,3.4,11,103,Low,Low,13277.09
2024-05-26,May 2024,Watches,Ballon Bleu,Hong Kong,75,73,100,5.5,22,65,Low,Medium,11613.66
2024-06-25,Jun 2024,Watches,Ballon Bleu,Hong Kong,101,105,107,4.1,35,39,Low,Low,22992.96
2024-07-25,Jul 2024,Watches,Ballon Bleu,Hong Kong,34,27,37,5.5,12,29,Low,Low,6836.41
2024-08-24,Aug 2024,Watches,Ballon Bleu,Hong Kong,91,104,99,3.8,27,60,Low,Low,14261.9
2024-09-23,Sep 2024,Watches,Ballon Bleu,Hong Kong,36,37,47,5.1,10,21,Low,Medium,20853.99
2024-10-23,Oct 2024,Watches,Ballon Bleu,Hong Kong,73,73,56,3.1,21,93,Medium,Low,5302.2
2024-11-22,Nov 2024,Watches,Ballon Bleu,Hong Kong,64,64,70,4.4,19,46,Low,Low,27211.7
2023-07-01,Jul 2023,Watches,Ballon Bleu,Thailand,67,65,51,3.1,23,43,Medium,Low,26571.4
2023-07-31,Jul 2023,Watches,Ballon Bleu,Thailand,90,109,98,3.6,32,74,Low,Low,12949.11
2023-08-30,Aug 2023,Watches,Ballon Bleu,Thailand,20,16,22,5.5,6,45,Low,Low,21134.55
2023-09-29,Sep 2023,Watches,Ballon Bleu,Thailand,54,46,51,4.4,16,37,Low,Low,5518.78
2023-10-29,Oct 2023,Watches,Ballon Bleu,Thailand,54,66,61,3.7,16,65,Low,Low,6799.28
2023-11-28,Nov 2023,Watches,Ballon Bleu,Thailand,28,26,37,5.7,8,96,Low,Medium,24881.22
2023-12-28,Dec 2023,Watches,Ballon Bleu,Thailand,61,64,60,3.8,14,47,Low,Low,11422.09
2024-01-27,Jan 2024,Watches,Ballon Bleu,Thailand,144,165,135,3.3,30,105,Low,Low,18983.28
2024-02-26,Feb 2024,Watches,Ballon Bleu,Thailand,95,77,105,5.5,20,36,Low,Low,13116.9
2024-03-27,Mar 2024,Watches,Ballon Bleu,Thailand,93,80,123,6.2,27,98,Low,Medium,22199.35
2024-04-26,Apr 2024,Watches,Ballon Bleu,Thailand,27,26,25,3.8,8,117,Low,Low,6554.16
2024-05-26,May 2024,Watches,Ballon Bleu,Thailand,61,61,67,4.4,18,88,Low,Low,24679.18
2024-06-25,Jun 2024,Watches,Ballon Bleu,Thailand,57,59,47,3.2,20,114,Low,Low,25533.69
2024-07-25,Jul 2024,Watches,Ballon Bleu,Thailand,18,18,20,4.4,6,42,Low,Low,20297.94
2024-08-24,Aug 2024,Watches,Ballon Bleu,Thailand,69,77,88,4.6,20,73,Low,Medium,16170.3
2024-09-23,Sep 2024,Watches,Ballon Bleu,Thailand,18,15,22,5.9,5,115,Low,Medium,25647.9
2024-10-23,Oct 2024,Watches,Ballon Bleu,Thailand,115,141,123,3.5,34,77,Low,Low,10987.09
2024-11-22,Nov 2024,Watches,Ballon Bleu,Thailand,103,116,92,3.2,30,37,Low,Low,29711.47
2023-07-01,Jul 2023,Watches,Ballon Bleu,India,61,64,78,4.9,21,107,Low,Medium,23206.41
2023-07-31,Jul 2023,Watches,Ballon Bleu,India,34,40,30,3.0,12,25,Low,Low,8801.41
2023-08-30,Aug 2023,Watches,Ballon Bleu,India,39,42,32,3.0,11,15,Low,Low,24939.78
2023-09-29,Sep 2023,Watches,Ballon Bleu,India,32,26,42,6.5,9,101,Low,Medium,17220.35
2023-10-29,Oct 2023,Watches,Ballon Bleu,India,61,67,71,4.2,18,42,Low,Low,8896.86
2023-11-28,Nov 2023,Watches,Ballon Bleu,India,82,97,105,4.3,24,22,Low,Medium,27126.49
2023-12-28,Dec 2023,Watches,Ballon Bleu,India,126,118,162,5.5,29,42,Low,Medium,6315.62
2024-01-27,Jan 2024,Watches,Ballon Bleu,India,35,33,35,4.2,7,72,Low,Low,27982.55
2024-02-26,Feb 2024,Watches,Ballon Bleu,India,36,31,42,5.4,7,72,Low,Low,17814.27
2024-03-27,Mar 2024,Watches,Ballon Bleu,India,47,47,36,3.1,14,55,Medium,Low,19644.63
2024-04-26,Apr 2024,Watches,Ballon Bleu,India,105,126,111,3.5,31,48,Low,Low,5027.86
2024-05-26,May 2024,Watches,Ballon Bleu,India,34,28,37,5.3,10,76,Low,Low,24585.3
2024-06-25,Jun 2024,Watches,Ballon Bleu,India,24,21,28,5.3,8,99,Low,Low,28139.13
2024-07-25,Jul 2024,Watches,Ballon Bleu,India,98,84,103,4.9,34,19,Low,Low,18328.2
2024-08-24,Aug 2024,Watches,Ballon Bleu,India,24,19,27,5.7,7,114,Low,Low,21453.54
2024-09-23,Sep 2024,Watches,Ballon Bleu,India,97,99,108,4.4,29,38,Low,Low,2494.05
2024-10-23,Oct 2024,Watches,Ballon Bleu,India,79,75,65,3.5,23,61,Low,Low,25048.57
2024-11-22,Nov 2024,Watches,Ballon Bleu,India,71,67,69,4.1,21,93,Low,Low,22039.25
2023-07-01,Jul 2023,Watches,Panthère Watch,China,53,54,45,3.3,18,107,Low,Low,21929.1
2023-07-31,Jul 2023,Watches,Panthère Watch,China,60,74,71,3.8,21,31,Low,Low,16602.12
2023-08-30,Aug 2023,Watches,Panthère Watch,China,67,77,56,2.9,20,29,Low,Low,4504.16
2023-09-29,Sep 2023,Watches,Panthère Watch,China,120,100,151,6.0,36,56,Low,Medium,12396.72
2023-10-29,Oct 2023,Watches,Panthère Watch,China,75,85,65,3.1,22,23,Low,Low,4733.13
2023-11-28,Nov 2023,Watches,Panthère Watch,China,31,24,26,4.3,9,41,Low,Low,17202.26
2023-12-28,Dec 2023,Watches,Panthère Watch,China,72,72,71,3.9,16,102,Low,Low,25270.4
2024-01-27,Jan 2024,Watches,Panthère Watch,China,84,79,90,4.6,18,56,Low,Low,18617.62
2024-02-26,Feb 2024,Watches,Panthère Watch,China,168,177,156,3.5,36,88,Low,Low,23851.03
2024-03-27,Mar 2024,Watches,Panthère Watch,China,80,86,99,4.6,24,52,Low,Medium,23371.8
2024-04-26,Apr 2024,Watches,Panthère Watch,China,15,17,16,3.8,4,18,Low,Low,17775.93
2024-05-26,May 2024,Watches,Panthère Watch,China,91,100,75,3.0,27,86,Low,Low,16501.71
2024-06-25,Jun 2024,Watches,Panthère Watch,China,14,14,12,3.4,5,82,Low,Low,28734.66
2024-07-25,Jul 2024,Watches,Panthère Watch,China,22,19,24,5.1,7,40,Low,Low,7280.94
2024-08-24,Aug 2024,Watches,Panthère Watch,China,117,111,127,4.6,35,88,Low,Low,5396.26
2024-09-23,Sep 2024,Watches,Panthère Watch,China,84,102,98,3.8,25,89,Low,Low,19514.76
2024-10-23,Oct 2024,Watches,Panthère Watch,China,43,52,35,2.7,12,59,Low,Low,16321.82
2024-11-22,Nov 2024,Watches,Panthère Watch,China,80,91,80,3.5,24,76,Low,Low,9345.12
2023-07-01,Jul 2023,Watches,Panthère Watch,Japan,22,24,26,4.3,8,55,Low,Low,10080.85
2023-07-31,Jul 2023,Watches,Panthère Watch,Japan,45,36,52,5.8,16,110,Low,Low,13117.65
2023-08-30,Aug 2023,Watches,Panthère Watch,Japan,17,19,13,2.7,5,14,Medium,Low,15600.58
2023-09-29,Sep 2023,Watches,Panthère Watch,Japan,76,68,99,5.8,22,95,Low,Medium,19475.9
2023-10-29,Oct 2023,Watches,Panthère Watch,Japan,105,105,133,5.1,31,36,Low,Medium,3125.02
2023-11-28,Nov 2023,Watches,Panthère Watch,Japan,46,36,42,4.7,13,16,Low,Low,4423.91
2023-12-28,Dec 2023,Watches,Panthère Watch,Japan,92,113,123,4.4,21,40,Low,Medium,27150.73
2024-01-27,Jan 2024,Watches,Panthère Watch,Japan,75,69,72,4.2,16,18,Low,Low,3916.42
2024-02-26,Feb 2024,Watches,Panthère Watch,Japan,23,27,24,3.6,5,69,Low,Low,16780.09
2024-03-27,Mar 2024,Watches,Panthère Watch,Japan,69,67,68,4.1,20,92,Low,Low,29060.68
2024-04-26,Apr 2024,Watches,Panthère Watch,Japan,79,71,95,5.4,23,33,Low,Medium,2491.29
2024-05-26,May 2024,Watches,Panthère Watch,Japan,81,95,70,2.9,24,88,Low,Low,27110.61
2024-06-25,Jun 2024,Watches,Panthère Watch,Japan,77,94,95,4.0,27,22,Low,Medium,23051.02
2024-07-25,Jul 2024,Watches,Panthère Watch,Japan,24,27,28,4.1,8,74,Low,Low,21377.3
2024-08-24,Aug 2024,Watches,Panthère Watch,Japan,94,94,114,4.9,28,25,Low,Medium,10187.58
2024-09-23,Sep 2024,Watches,Panthère Watch,Japan,115,109,88,3.2,34,117,Medium,Low,16241.83
2024-10-23,Oct 2024,Watches,Panthère Watch,Japan,45,48,56,4.7,13,69,Low,Medium,25770.47
2024-11-22,Nov 2024,Watches,Panthère Watch,Japan,54,48,45,3.8,16,76,Low,Low,5973.98
2023-07-01,Jul 2023,Watches,Panthère Watch,South Korea,76,83,68,3.3,27,31,Low,Low,10214.59
2023-07-31,Jul 2023,Watches,Panthère Watch,South Korea,55,60,62,4.1,19,65,Low,Low,2072.63
2023-08-30,Aug 2023,Watches,Panthère Watch,South Korea,90,109,68,2.5,27,60,Medium,Low,22060.13
2023-09-29,Sep 2023,Watches,Panthère Watch,South Korea,94,91,121,5.3,28,68,Low,Medium,22497.04
2023-10-29,Oct 2023,Watches,Panthère Watch,South Korea,40,34,38,4.5,12,20,Low,Low,6784.03
2023-11-28,Nov 2023,Watches,Panthère Watch,South Korea,65,59,65,4.4,19,52,Low,Low,22380.29
2023-12-28,Dec 2023,Watches,Panthère Watch,South Korea,68,63,79,5.0,15,67,Low,Low,10480.38
2024-01-27,Jan 2024,Watches,Panthère Watch,South Korea,96,87,89,4.1,20,17,Low,Low,26541.96
